5,203,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,42,1,0,38,34,0,0,10,94,7,3,134,63,0,0,18,182,32,23,13,0,0,0,42,79,124,41,8,18,13,3,15,39,1,1,22,9,3,15,73,83,34,12,141,67,16,18,12,182,67,14,16,3,3,5,20,75,27,23,7,30,53,26,69,3,0,2,8,1,3,20,23,48,8,1,3,5,8,26,32,182,39,11,1,0,0,2,81,68,48,70,37,78,13,14,23
18,180,2,0,13,97,38,7,0,1,1,3,42,122,26,9,2,1,1,2,16,37,21,24,19,12,11,5,3,3,10,65,46,14,7,2,44,41,18,0,0,28,96,87,122,28,8,11,12,22,55,60,38,8,2,37,122,33,10,9,65,11,21,13,21,20,12,43,51,67,2,0,0,7,36,39,122,122,1,0,21,17,13,25,39,7,0,2,122,92,2,7,92,19,1,2,32,20,7,52,90,41,13,2,0,0,0,29,122,65,0,0,45,22,0,25,9,5,0,1,122,97,5,6,99,32,2,3,13,11,4,28
19,175,2,0,26,32,17,7,0,0,5,23,15,124,57,2,1,6,7,4,54,87,17,11,4,3,3,5,9,14,10,20,20,10,10,4,58,13,1,0,2,2,22,124,45,27,13,0,0,52,124,86,124,19,3,10,13,14,39,64,21,6,1,30,120,23,4,2,23,11,2,10,3,1,8,41,73,111,2,0,0,10,42,32,124,120,1,0,19,15,6,22,20,2,0,1,124,75,1,4,18,14,12,22,2,0,0,5,124,71,3,0,0,0,0,41,124,80,0,0,44,18,0,13,2,2,0,0,111,68,2,1
28,189,2,0,86,6,0,6,2,0,1,75,89,14,9,5,34,27,34,121,21,80,22,15,106,41,6,4,33,121,13,1,25,41,1,0,76,6,1,8,4,2,4,21,121,35,17,4,4,5,7,42,64,57,58,23,14,17,11,10,61,35,9,13,75,115,11,9,78,6,1,2,0,0,2,9,121,10,1,0,0,23,33,63,20,4,2,3,4,84,121,52,7,1,5,4,10,120,121,18,39,3,0,0,0,1,5,19,50,0,0,0,1,50,52,45,1,0,0,1,3,93,108,8,3,0,0,2,15,49,64,5
34,9,2,0,61,0,0,0,0,0,2,54,127,18,0,0,0,0,0,52,124,14,3,0,0,0,2,34,127,11,1,0,0,0,0,25,106,25,0,0,0,0,0,23,127,127,0,0,0,0,1,30,108,69,8,1,0,2,18,18,127,20,2,0,0,0,1,30,37,13,1,0,0,0,0,9,127,26,2,0,0,0,5,127,109,13,0,0,0,4,39,96,127,42,0,0,0,0,1,16,0,0,1,0,0,0,0,0,75,16,3,0,0,0,0,31,127,29,0,0,0,0,1,46,123,23,0,0,0,0,0,43
40,87,2,0,0,0,0,0,23,57,3,0,2,2,2,6,65,51,6,1,50,43,30,10,18,2,2,8,15,13,13,13,59,13,21,23,5,6,1,4,81,17,2,1,10,1,0,0,99,59,26,14,115,19,0,2,10,4,13,45,21,9,12,46,82,4,1,4,2,5,1,4,81,80,44,1,25,3,0,0,98,115,40,29,115,46,0,0,6,20,85,106,8,10,5,7,23,82,108,13,0,0,0,0,4,113,115,10,1,0,0,0,3,107,115,19,4,0,0,0,0,13,115,114,0,0,0,0,0,72,115,24
46,123,2,0,19,4,1,0,7,12,19,33,25,1,1,1,5,4,13,65,66,25,0,0,0,0,23,60,33,39,4,9,52,23,5,6,82,9,3,7,4,0,0,33,30,2,2,22,49,9,9,34,146,23,0,0,5,14,9,59,40,13,0,1,53,146,14,10,72,44,7,3,5,3,1,18,57,24,6,13,81,26,2,5,146,68,2,5,29,15,2,7,13,5,1,29,85,86,7,4,4,44,146,37,3,0,0,0,9,74,146,68,22,3,0,0,31,122,81,31,94,58,0,0,13,23,4,4,66,115,9,3
49,75,2,0,1,17,37,5,0,15,81,6,0,1,21,25,13,113,82,4,7,2,4,8,8,60,72,16,20,6,3,2,1,9,25,23,0,0,0,0,2,94,108,3,20,3,8,16,16,122,98,19,122,33,35,15,2,36,39,60,33,34,71,35,4,4,5,7,22,39,6,2,4,45,48,26,24,65,101,86,23,47,7,4,122,100,39,25,4,6,3,33,49,33,35,34,11,5,0,20,35,113,30,1,5,17,5,10,18,39,12,14,40,122,16,18,122,45,6,5,5,23,17,122,18,19,7,1,8,58,21,35
66,133,2,0,0,0,2,7,8,8,24,7,61,0,0,1,0,0,25,66,76,33,21,15,8,0,1,26,16,137,42,30,11,0,0,0,0,0,10,43,24,7,0,0,100,8,7,8,4,0,0,19,137,84,19,1,0,0,0,23,121,137,42,60,17,1,0,11,0,4,6,8,22,21,4,0,55,38,19,2,2,0,7,14,137,22,0,0,0,0,35,121,125,23,2,11,9,27,103,137,0,2,6,9,1,5,10,1,5,4,6,9,2,4,24,19,15,1,2,2,0,0,72,117,3,1,0,0,0,14,133,117
71,79,2,0,38,40,24,3,0,17,16,18,4,5,5,20,96,69,20,0,31,0,1,15,59,33,9,48,21,1,0,2,0,0,11,34,29,2,0,0,0,76,109,52,95,19,21,50,27,60,59,41,19,7,20,122,95,11,9,30,10,0,0,7,13,7,55,93,12,25,102,24,11,58,39,10,122,86,34,13,25,21,17,40,36,4,13,66,122,60,1,3,35,53,36,16,50,38,17,18,4,24,109,23,18,61,4,1,97,38,29,12,10,17,5,15,13,8,110,74,48,17,6,8,3,49,122,27,20,38,7,0
71,79,2,0,9,21,8,2,12,80,92,21,58,41,5,0,0,3,100,113,19,14,3,11,50,38,21,35,8,39,22,5,29,21,17,20,21,28,23,60,32,24,4,3,113,113,5,2,12,8,4,31,33,38,9,12,113,113,31,13,9,25,20,4,13,36,113,82,10,1,9,101,32,2,0,4,113,32,6,18,26,13,11,108,18,24,91,38,110,49,13,27,3,33,113,33,26,8,7,9,2,3,2,15,49,4,0,0,78,95,12,10,17,1,0,7,20,48,70,4,4,7,11,6,0,5,31,35,102,28,11,3
73,186,2,0,8,10,14,40,23,54,83,27,55,23,4,1,0,0,27,86,111,12,0,0,0,0,3,63,35,5,1,9,24,14,14,11,76,23,30,42,31,56,95,89,127,77,13,0,0,0,13,88,106,127,32,0,1,0,0,23,41,30,2,10,72,11,0,2,29,57,75,50,22,7,0,3,127,87,14,0,0,0,0,38,127,61,9,2,11,2,0,29,12,20,3,6,79,18,0,0,22,21,48,35,36,8,1,6,127,85,1,0,1,1,0,11,127,46,0,1,15,19,3,9,18,6,1,3,35,35,3,5
74,152,2,0,22,14,4,2,4,5,5,24,35,0,0,4,28,42,17,44,108,0,0,0,23,3,2,71,6,4,0,2,52,7,1,2,14,62,21,22,12,1,0,0,45,16,18,90,78,6,2,13,138,9,2,12,23,2,1,37,17,3,2,31,54,11,4,13,25,138,70,65,24,0,0,0,26,37,35,138,138,0,0,0,138,31,7,24,22,0,0,11,22,2,1,50,57,2,0,5,127,113,18,53,22,9,10,54,9,19,24,138,138,48,11,7,48,40,25,49,14,8,5,4,6,1,3,16,21,7,2,2
75,164,2,0,27,12,2,6,19,7,4,3,19,3,1,50,120,18,6,5,130,22,2,7,24,2,0,20,15,17,12,5,15,24,7,8,12,11,3,13,29,13,7,3,19,1,0,24,118,88,12,7,132,22,1,4,24,23,1,23,38,13,3,5,132,132,10,4,9,3,1,7,24,46,11,3,16,18,7,42,92,53,16,2,132,77,9,12,43,34,2,18,36,3,0,0,132,132,5,7,0,3,3,1,39,83,2,0,43,54,4,0,7,33,8,2,57,73,3,1,120,22,0,0,18,11,6,9,132,60,0,0
76,101,2,0,36,35,6,0,0,0,0,1,141,141,13,0,0,0,0,1,30,100,90,34,1,7,16,4,0,0,42,78,7,7,24,3,66,122,0,0,0,0,0,3,141,124,0,2,1,2,1,16,52,12,5,27,28,43,40,8,1,11,8,34,18,19,65,6,110,97,0,0,0,0,0,6,141,39,0,1,7,8,0,48,45,4,1,13,54,108,22,25,26,17,5,4,6,15,17,59,86,37,1,0,1,0,0,8,141,25,2,9,9,1,0,6,43,13,57,77,53,14,1,3,6,6,56,33,7,3,5,43
82,84,2,0,2,22,21,52,87,59,20,2,50,38,7,15,12,22,57,41,30,11,25,20,17,27,15,50,20,2,5,17,87,61,7,26,8,3,1,63,102,64,31,0,109,86,14,18,40,13,0,9,19,28,54,41,26,45,19,16,10,9,84,101,29,19,27,32,6,2,0,47,84,96,27,9,109,15,1,3,35,31,15,87,25,2,1,14,109,109,48,51,7,8,10,10,5,26,109,88,4,8,7,2,35,109,38,11,67,28,13,2,9,12,16,109,25,10,17,82,70,12,6,34,11,54,36,23,3,1,6,10
84,79,2,1,1,2,0,0,1,5,31,18,1,0,3,32,78,35,4,13,0,3,11,63,62,69,29,1,29,72,13,7,7,12,7,2,8,0,2,11,14,36,87,78,101,9,24,69,15,0,15,121,15,11,73,121,35,0,0,1,65,115,43,27,6,1,0,15,12,24,117,57,9,5,3,10,121,95,43,21,2,0,1,30,57,15,8,121,121,4,0,1,69,15,5,32,60,4,2,25,2,19,112,38,1,3,55,13,49,62,47,17,1,5,27,12,22,7,0,24,96,49,17,5,40,4,0,13,97,13,4,38
84,79,2,0,0,0,0,9,79,74,34,4,48,94,4,1,17,61,9,3,39,121,44,9,4,12,3,0,3,5,22,66,16,10,6,1,34,1,0,0,8,57,121,50,121,92,3,0,3,19,10,46,51,37,2,1,6,121,65,13,29,1,3,20,7,46,64,89,64,36,45,23,2,2,12,22,121,41,4,1,31,34,6,57,21,3,1,18,121,121,32,24,56,4,1,2,3,17,33,121,4,42,96,27,0,0,0,0,24,61,18,6,27,2,1,2,6,7,27,96,88,3,0,1,13,34,57,14,1,0,4,11
84,117,2,0,23,7,4,0,0,0,9,22,79,25,0,0,0,0,4,23,137,130,0,0,0,0,0,8,137,77,0,0,0,0,0,74,10,24,94,15,0,0,0,0,100,36,37,3,0,0,0,11,137,34,0,0,0,0,0,20,137,19,1,1,0,0,0,74,0,3,33,10,0,8,66,24,32,17,34,8,0,0,13,52,137,30,2,0,0,0,0,56,137,29,2,3,6,2,7,64,6,5,13,10,1,2,31,21,74,37,6,0,0,0,6,62,114,116,2,0,0,2,7,32,124,23,1,0,0,3,9,61
94,124,2,0,4,1,0,0,0,14,116,54,9,0,0,1,5,39,116,116,4,0,0,9,81,89,81,61,0,0,0,5,38,69,34,6,48,17,0,0,10,50,31,20,14,2,0,0,6,95,116,90,81,18,3,8,16,45,101,106,2,3,2,9,49,115,10,0,39,28,1,5,96,41,0,1,37,29,4,1,53,45,22,15,116,31,1,2,13,50,90,63,7,12,3,4,61,116,35,7,11,12,0,4,107,41,0,0,4,3,3,5,39,21,23,6,2,2,12,4,0,20,92,14,11,7,6,2,0,15,40,38
