7,11,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,10,7,10,45,26,0,0,0,5,0,0,37,28,0,0,0,0,50,89,19,3,0,0,0,0,58,40,47,24,0,0,0,50,124,58,101,47,0,2,4,54,14,7,112,82,3,14,17,5,124,124,27,11,0,1,0,2,40,70,124,86,2,5,7,9,124,88,58,13,13,12,14,28,19,5,6,25,90,57,32,8,124,66,8,3,1,2,1,2,35,54,91,25,5,10,17,18,30,86,108,32,5,11,20,29,2,1,117,61,41,34,13,4
9,154,2,0,16,5,0,0,0,1,3,7,18,48,27,9,0,0,0,0,0,9,76,43,0,0,0,0,0,10,51,1,0,0,0,0,61,17,3,1,0,0,2,5,138,103,37,16,3,5,6,14,22,33,128,102,31,42,12,11,39,98,138,6,1,3,2,13,38,44,44,10,0,0,0,2,138,11,18,7,2,24,61,81,45,9,4,3,15,117,99,42,138,97,2,0,0,4,6,50,12,43,56,15,0,0,1,0,3,6,84,37,2,6,12,5,25,65,74,9,1,7,12,4,138,31,22,0,0,0,0,85
10,123,2,1,9,32,16,0,0,15,25,14,22,12,3,6,97,59,12,30,37,5,0,1,70,53,18,91,49,16,6,3,1,0,4,61,5,0,0,0,22,52,92,23,29,2,0,0,53,133,133,42,121,108,17,5,44,65,18,33,66,35,16,16,25,17,56,62,0,0,0,0,39,41,15,0,69,1,0,0,27,63,70,23,133,41,8,10,7,4,8,87,31,13,11,133,94,15,19,20,0,0,0,0,1,3,0,0,39,0,0,0,3,9,6,23,133,9,0,0,0,0,3,91,71,15,7,66,35,49,20,26
13,239,2,0,2,0,0,0,0,2,45,30,39,3,1,0,0,0,18,126,56,1,2,0,0,2,20,126,18,1,1,0,4,18,53,116,37,24,1,51,40,8,36,17,126,96,15,4,0,0,9,53,68,33,41,28,0,0,7,96,126,26,1,0,0,0,19,110,48,7,0,19,54,42,23,34,126,37,2,1,0,0,1,126,63,67,22,15,1,0,4,52,61,33,36,2,0,0,28,61,50,1,0,1,1,5,11,31,126,51,1,0,0,0,4,88,58,95,25,0,0,6,44,48,15,31,53,8,2,1,21,49
17,163,2,0,23,1,2,4,0,2,6,42,41,18,5,0,0,0,6,120,17,20,9,1,21,73,97,120,29,60,21,3,27,60,11,11,27,4,9,61,20,0,5,40,120,83,21,0,0,0,1,32,31,120,79,0,0,2,6,14,11,99,62,4,9,16,3,4,11,8,103,120,14,0,0,1,120,38,42,42,0,0,0,41,119,53,12,0,2,20,10,55,18,15,3,0,17,101,12,7,0,1,91,120,8,0,0,0,28,12,49,120,20,0,0,12,31,3,3,7,9,28,51,62,29,1,0,0,6,62,37,26
19,131,2,0,1,125,72,0,0,0,0,1,5,102,125,24,6,11,5,9,16,63,66,36,6,5,18,6,20,63,18,6,0,0,2,2,18,102,94,6,13,25,10,22,14,31,24,10,37,125,31,14,125,52,26,11,8,30,23,43,19,27,21,15,37,5,2,1,8,2,1,0,12,84,125,109,62,7,0,0,34,125,45,31,125,34,0,0,4,9,8,118,18,3,3,22,37,13,11,21,2,2,0,0,0,11,62,27,13,0,0,0,0,21,27,49,64,0,0,0,0,0,12,125,14,0,0,1,2,44,54,65
19,131,2,0,0,3,47,20,0,0,0,0,35,42,33,7,0,0,0,1,88,126,87,1,0,0,0,7,3,28,121,72,40,10,0,1,5,17,126,70,0,0,0,0,55,15,117,126,23,0,0,5,126,37,11,16,6,8,4,52,17,5,7,10,120,112,6,9,17,19,39,20,2,2,17,26,8,9,40,126,48,9,3,14,100,38,31,45,24,35,24,18,12,1,3,4,126,123,13,5,7,3,6,9,3,4,11,25,4,1,1,19,44,29,12,21,2,11,3,22,82,53,26,4,3,48,58,18,21,51,13,1
21,99,2,1,12,71,45,41,10,12,18,11,8,65,69,6,6,78,48,5,8,19,8,10,107,77,34,5,107,62,4,5,25,7,15,61,12,6,6,11,9,80,107,24,80,35,20,10,8,77,107,29,20,20,24,36,107,38,19,14,91,37,2,4,13,7,23,96,4,17,107,39,5,13,11,3,107,44,90,27,22,14,15,24,29,15,37,72,106,12,18,18,71,60,57,22,6,1,1,16,7,12,52,29,45,15,12,19,11,6,24,14,45,88,42,6,107,38,21,7,4,16,16,17,19,34,60,42,11,2,4,1
21,99,2,0,12,2,6,3,14,33,60,39,2,9,11,14,94,55,35,18,33,87,49,10,23,7,13,11,63,29,19,16,7,6,30,24,7,2,3,25,75,70,41,21,107,19,15,17,28,15,35,72,25,19,16,19,107,49,81,35,8,7,6,2,4,14,107,58,17,10,15,83,99,54,3,4,107,48,27,10,19,19,28,29,8,56,107,32,90,39,23,10,9,64,107,27,12,3,11,13,41,21,19,64,101,62,5,5,90,90,48,2,4,19,15,7,2,64,67,8,8,58,87,7,18,16,27,16,17,47,36,43
22,213,2,2,19,1,0,6,71,39,1,6,158,8,0,0,2,2,1,37,122,4,0,0,12,27,3,14,0,0,0,3,16,46,4,0,43,12,0,10,141,9,1,2,158,102,0,0,2,0,0,20,115,29,0,2,55,20,2,8,9,18,9,23,29,14,1,0,42,3,0,9,136,11,0,11,158,17,0,0,2,1,1,107,101,8,0,2,34,22,4,41,27,16,2,4,33,21,4,15,29,0,0,3,121,18,0,6,158,9,0,0,1,0,0,17,110,8,1,7,38,2,0,9,5,4,8,4,20,11,7,20
30,179,2,2,1,0,18,13,0,1,99,48,21,30,24,12,0,0,29,65,17,46,53,15,1,0,18,48,132,122,62,22,2,0,7,16,19,20,7,0,0,1,40,30,130,18,0,0,0,0,11,70,48,1,1,0,0,0,29,76,190,64,3,0,0,0,10,49,36,37,5,5,5,2,1,6,103,54,0,0,0,0,0,5,62,4,0,0,0,2,8,22,190,96,0,0,0,0,0,16,49,2,0,0,7,12,5,41,51,10,0,0,0,2,7,50,49,3,0,0,0,7,11,16,190,5,0,0,0,0,0,48
33,101,2,0,8,6,61,78,11,3,19,24,38,33,44,41,6,13,11,45,22,81,31,14,18,23,11,13,1,47,37,55,72,4,0,0,7,12,17,25,8,15,69,76,21,15,26,15,8,116,90,43,116,70,19,13,3,24,27,96,23,17,48,96,93,17,6,17,17,23,11,15,26,91,26,8,55,116,92,7,8,39,19,14,116,116,44,6,11,9,9,32,17,11,4,18,116,67,35,16,15,46,44,31,18,9,1,1,82,90,49,1,0,0,0,24,40,39,13,6,20,42,29,34,0,0,0,14,61,57,59,14
48,106,2,0,7,0,0,10,36,0,1,6,145,5,0,0,0,0,0,51,145,42,30,7,0,0,0,31,19,47,44,11,0,0,0,3,4,0,0,38,71,0,0,1,145,4,0,1,1,0,0,57,145,50,8,1,0,0,0,70,40,29,20,7,11,14,2,10,1,0,0,66,125,0,0,0,145,14,0,3,5,0,0,15,145,73,5,1,0,2,11,64,13,12,11,26,40,13,14,19,0,3,3,21,145,9,0,0,97,37,7,2,7,0,0,14,145,15,0,0,0,1,9,91,12,1,0,2,9,27,31,44
50,99,2,0,0,0,0,48,126,0,0,0,102,11,0,3,7,0,0,10,149,85,6,0,0,0,0,25,36,30,19,9,12,11,2,5,0,0,1,47,149,17,0,0,149,21,2,4,18,0,0,8,149,57,1,0,0,1,12,88,20,8,5,18,38,15,24,43,0,12,22,21,149,29,0,0,75,91,52,4,8,0,0,3,149,51,2,0,0,4,6,59,18,3,0,0,6,48,43,40,2,17,23,40,83,12,14,10,18,30,57,13,2,3,37,28,109,10,5,3,0,6,13,63,21,4,1,3,0,21,23,18
