10,175,2,1,0,0,0,0,103,139,3,0,14,3,0,0,45,99,5,1,139,76,0,0,11,11,0,2,70,45,0,1,13,31,1,5,0,0,0,0,103,139,12,0,54,4,0,0,19,102,19,12,139,78,0,1,16,12,4,17,60,39,2,3,51,35,1,5,0,0,0,0,44,139,27,0,128,6,0,0,2,93,46,30,139,19,0,0,4,10,11,50,50,44,2,1,13,13,7,14,0,0,0,0,3,22,2,0,67,2,0,0,0,15,9,12,136,6,0,0,0,0,1,27,44,4,0,0,0,0,7,22
15,231,2,0,15,11,2,1,1,7,9,50,134,2,0,0,4,9,7,31,78,2,0,0,32,31,1,17,125,30,1,14,4,1,0,8,39,0,0,0,0,3,27,124,134,16,0,3,7,3,12,28,114,8,0,18,72,8,0,10,134,4,0,2,1,0,0,30,109,27,0,0,0,0,0,44,134,13,0,1,9,1,0,42,90,2,0,17,79,6,0,21,134,1,0,1,2,0,0,57,105,44,7,8,2,0,0,4,134,18,6,13,3,0,0,50,92,8,6,57,40,0,0,14,134,3,0,10,7,0,0,22
17,10,2,0,0,0,8,30,25,4,0,0,40,22,3,15,19,5,3,20,137,65,4,9,13,1,0,12,29,10,9,73,95,3,0,5,0,0,0,6,12,37,35,0,86,20,0,7,11,30,48,58,137,84,16,12,2,0,0,49,31,22,26,137,101,1,0,2,18,1,0,0,0,11,20,7,137,62,0,0,0,7,22,34,137,46,1,1,1,2,21,91,43,1,2,39,102,73,52,32,20,0,0,0,0,0,0,10,102,6,0,0,0,0,8,121,45,2,0,0,0,1,54,137,1,0,0,0,13,58,82,31
18,174,2,2,0,0,0,0,131,90,0,0,10,1,0,0,89,87,4,4,121,26,0,0,5,15,6,26,64,15,2,2,3,1,2,12,0,0,0,0,131,112,0,0,34,3,0,0,108,73,0,5,131,44,0,0,14,8,0,11,79,15,1,2,23,20,1,17,0,0,0,0,131,84,1,0,40,1,0,0,56,67,5,13,131,25,0,3,24,10,2,42,65,22,0,5,41,15,1,15,0,0,0,0,131,81,4,0,30,0,0,0,20,91,14,21,131,0,0,0,5,11,8,88,45,15,0,1,8,6,6,21
22,47,2,1,28,11,5,0,0,15,57,36,37,23,15,3,4,15,70,33,147,108,4,0,3,6,10,23,63,102,35,21,12,23,11,6,70,8,0,0,0,2,28,64,89,26,15,4,3,15,55,58,147,56,1,1,1,5,19,61,64,22,3,2,4,71,73,40,38,0,0,0,0,0,3,60,147,18,0,0,0,0,14,63,147,38,2,3,2,2,3,37,46,20,30,11,6,9,12,22,24,11,0,0,0,0,2,21,136,20,2,0,0,0,0,48,147,4,0,0,0,0,0,102,83,29,12,1,0,0,0,28
22,211,2,2,98,9,0,0,142,74,0,0,123,1,0,0,111,43,0,4,40,0,0,0,28,7,1,2,1,0,0,0,75,17,0,0,105,4,0,0,142,64,0,2,142,5,0,0,102,26,0,4,41,0,0,0,32,23,0,2,1,0,0,1,89,21,0,0,76,2,0,7,142,28,0,9,142,5,0,4,97,7,0,4,27,0,0,0,23,30,2,5,1,0,0,6,80,7,0,0,40,1,0,0,142,29,2,14,104,3,0,0,65,13,12,8,15,0,0,0,10,22,19,19,2,0,0,1,60,8,0,3
23,200,2,2,33,1,0,0,0,0,0,3,155,19,0,0,12,5,0,1,48,4,0,0,155,66,0,1,71,0,0,0,41,14,0,3,47,3,0,0,0,0,0,1,155,8,0,0,38,7,0,1,54,0,0,0,155,68,0,2,104,1,0,0,29,10,0,3,52,3,0,0,0,0,0,7,155,8,0,0,46,6,0,9,46,0,0,9,155,19,0,3,101,1,0,1,25,3,0,3,42,2,0,0,0,0,0,4,155,1,0,0,23,8,1,37,24,0,0,3,155,21,1,8,66,1,0,0,21,3,1,2
23,200,2,0,38,2,1,8,61,0,0,4,159,10,2,17,25,0,0,13,12,4,1,53,155,0,0,0,0,0,0,6,30,1,0,0,32,1,0,13,92,0,0,5,159,4,0,10,44,0,0,32,41,2,0,33,159,0,0,1,0,0,1,10,45,0,0,0,26,4,0,14,98,0,0,0,159,29,0,7,47,0,0,3,52,4,0,28,159,0,0,0,0,0,0,6,54,1,0,0,26,5,0,11,66,0,0,0,159,38,0,4,35,0,0,0,30,5,0,12,159,4,0,0,0,0,0,7,47,0,0,0
26,75,2,0,46,1,0,5,23,12,5,28,140,11,6,3,2,0,0,61,36,10,17,45,140,25,0,2,0,10,10,23,113,11,0,0,41,7,3,15,29,0,0,4,140,22,0,0,9,15,3,27,67,6,7,4,140,123,5,6,1,17,32,19,100,18,0,0,30,25,6,8,19,2,0,0,140,31,1,0,3,88,35,31,62,4,2,0,36,140,31,37,34,6,6,9,113,53,2,11,5,42,8,2,8,20,2,1,18,20,1,0,9,129,37,7,77,44,0,0,5,64,16,17,23,3,1,12,71,54,2,7
30,129,2,0,5,6,10,1,0,0,63,102,8,7,8,4,2,5,50,33,28,27,8,2,0,0,13,38,2,6,12,24,17,2,0,3,35,65,35,7,8,7,48,107,13,7,5,10,17,65,130,74,130,16,2,1,0,6,87,130,44,3,7,20,6,2,3,27,1,41,63,60,36,17,3,0,10,67,88,89,41,30,17,6,130,130,29,2,0,3,11,34,47,8,0,0,0,10,40,24,0,17,37,8,12,23,7,0,1,57,74,11,5,54,29,1,12,66,10,0,0,96,130,6,3,3,0,0,0,83,130,7
30,129,2,0,4,0,0,17,26,10,14,24,2,1,5,67,64,56,27,12,78,118,31,50,17,4,5,7,57,61,3,9,14,2,0,1,10,0,0,64,66,15,7,44,17,6,11,60,79,91,40,33,125,62,12,6,4,7,15,75,45,22,11,8,6,3,2,5,125,6,14,66,11,0,0,125,11,35,125,125,27,2,0,4,88,125,125,13,2,1,0,8,14,40,26,24,8,4,0,0,125,2,3,4,2,0,0,125,50,23,44,9,0,0,0,21,5,31,38,3,7,16,3,3,0,3,1,5,13,29,15,1
30,138,2,0,75,0,0,0,79,38,6,19,85,5,0,2,29,13,8,68,12,0,0,4,51,15,13,15,4,2,3,9,36,25,30,11,100,2,0,0,137,88,6,15,137,4,2,3,33,28,9,73,44,4,8,69,83,17,4,5,47,30,23,29,26,22,18,17,99,7,0,1,137,59,1,8,137,42,1,2,28,11,0,7,74,14,39,68,10,0,0,1,10,45,113,40,4,1,1,0,68,32,5,21,120,9,0,16,137,137,4,5,10,0,0,0,35,26,7,2,0,0,0,1,2,2,9,3,6,8,7,0
31,23,2,0,2,12,43,22,31,16,6,1,0,7,19,44,54,38,8,0,31,24,5,35,52,37,3,3,117,79,3,0,1,10,7,14,2,1,0,1,20,98,85,1,14,2,1,2,27,117,58,6,117,100,1,0,19,81,22,17,49,50,2,0,2,96,42,16,0,0,0,0,15,117,110,0,42,2,0,0,24,117,79,24,117,18,0,0,3,45,66,85,5,3,0,0,21,117,55,5,0,0,0,1,87,77,21,0,5,4,8,0,3,38,58,40,16,2,4,0,0,2,70,117,5,1,0,0,3,8,58,33
31,23,2,0,3,10,26,6,17,29,2,0,75,67,16,0,2,2,0,13,120,96,0,0,0,0,0,24,120,53,3,5,1,0,0,6,5,97,112,14,2,1,0,0,53,60,98,111,2,0,0,15,120,81,4,12,0,0,0,35,82,50,1,2,3,5,7,35,92,74,15,4,0,0,1,19,78,38,41,120,64,1,0,5,120,28,12,51,29,0,8,53,39,9,0,0,11,22,36,46,119,36,0,1,1,0,2,21,75,32,20,76,58,1,0,4,23,3,8,83,50,4,15,31,3,0,0,0,2,17,85,32
36,125,2,0,95,7,10,11,2,1,3,125,5,12,36,24,4,2,4,11,0,9,107,29,0,0,0,0,0,0,114,61,0,0,0,0,65,11,8,3,12,20,88,125,111,33,9,0,0,1,26,125,22,29,53,24,15,4,0,2,0,2,26,11,10,20,14,3,37,82,102,65,41,22,54,60,125,125,21,1,1,0,12,103,53,22,9,22,60,11,0,3,0,5,56,28,32,24,9,2,9,82,125,16,0,0,39,37,57,125,27,0,0,0,19,31,12,8,9,9,9,1,10,18,6,20,51,6,0,0,0,1
38,231,2,0,68,7,2,8,2,0,4,49,144,8,0,5,13,0,2,29,61,1,0,11,83,2,0,11,144,2,0,0,2,0,0,15,52,41,21,3,0,0,2,21,144,37,4,6,10,0,1,17,77,10,1,29,131,2,0,10,144,2,0,1,9,1,0,33,43,32,18,7,3,0,0,4,144,14,4,5,9,0,0,59,75,4,0,60,125,1,1,23,144,4,0,14,14,0,0,27,4,15,18,17,15,4,4,2,105,6,3,8,8,0,2,81,46,1,0,12,44,17,15,69,144,3,0,5,12,4,4,22
40,141,2,0,42,0,0,23,136,6,3,52,136,2,3,8,3,0,0,128,24,16,53,25,0,0,0,13,4,38,42,1,1,5,1,0,52,3,1,82,136,0,0,36,136,10,1,14,14,0,0,71,98,14,4,0,0,0,0,16,5,4,3,8,5,4,0,2,53,7,6,72,67,2,6,111,136,48,12,35,13,0,2,10,131,18,13,2,0,0,0,11,1,6,19,9,0,0,0,0,63,3,1,3,3,1,16,136,92,14,2,3,1,1,13,104,47,1,1,0,0,0,10,136,2,0,5,5,0,0,1,30
41,100,2,0,2,0,1,1,5,8,54,46,8,10,7,9,1,17,89,28,32,43,31,29,0,4,14,14,0,4,19,94,17,0,0,0,10,0,0,3,60,34,49,12,128,116,0,0,3,12,52,36,53,128,13,13,18,2,3,5,0,4,7,90,46,1,0,0,21,0,0,10,128,42,3,11,128,20,0,0,9,10,3,126,113,16,3,27,13,0,0,53,0,0,3,44,47,1,0,0,3,0,0,4,128,58,8,11,128,2,0,0,5,11,13,128,128,0,0,3,6,5,7,122,1,0,0,12,39,10,10,4
41,185,2,1,34,5,0,0,0,3,13,25,18,4,0,0,50,33,4,5,149,2,0,0,19,18,11,65,140,9,0,0,0,25,36,44,31,1,0,0,0,3,11,109,22,1,0,0,67,81,7,23,149,2,0,0,17,19,5,46,149,21,0,0,0,0,16,43,46,0,0,0,0,6,16,121,35,8,0,0,28,53,14,35,127,19,0,0,4,5,8,20,149,58,0,0,0,0,8,22,79,6,0,0,0,1,3,24,49,6,0,0,0,5,8,18,79,9,0,0,0,0,5,18,149,149,0,0,0,0,3,4
41,185,2,0,0,0,3,55,76,0,0,0,2,5,6,48,33,0,0,0,4,8,25,91,14,0,0,0,8,19,37,54,3,0,0,0,0,7,15,108,137,0,0,0,17,5,7,71,74,0,0,2,83,24,37,47,8,0,0,4,3,5,91,89,1,0,0,0,0,3,14,137,137,0,0,0,10,3,16,137,64,0,0,0,133,8,4,44,15,0,0,18,18,5,14,37,22,0,0,4,0,4,9,137,137,0,0,0,2,28,49,137,34,0,0,0,53,5,9,115,31,0,0,12,30,13,5,6,7,0,0,8
52,229,2,0,28,7,4,1,0,0,13,67,22,18,24,0,0,0,2,17,5,20,20,5,2,2,7,4,2,2,10,6,6,6,13,4,23,2,0,0,0,0,26,126,118,20,5,0,0,0,0,126,25,40,72,7,1,0,1,6,0,11,126,12,1,0,8,3,28,126,126,0,0,0,2,42,126,126,111,3,0,0,0,43,35,32,54,20,0,0,13,19,1,4,33,13,0,4,63,12,0,126,126,1,0,0,0,0,1,82,126,16,0,0,8,0,0,3,126,68,0,0,7,0,0,0,101,55,0,1,5,0
53,39,2,0,53,3,0,0,2,12,32,72,117,1,0,0,0,0,1,119,79,0,0,0,0,0,0,119,119,19,6,2,0,0,8,119,119,21,0,0,2,7,1,8,119,31,0,0,0,0,1,25,78,3,0,0,0,0,21,103,38,5,0,0,0,0,31,119,119,65,0,0,0,1,0,3,119,31,0,0,0,0,16,23,24,1,0,0,0,0,54,70,119,25,1,0,0,0,5,79,59,17,0,0,0,0,18,106,31,5,0,0,0,0,29,80,42,38,5,0,0,0,6,22,119,17,6,1,0,0,0,47
54,152,2,0,93,10,0,0,0,0,0,0,133,53,0,0,0,0,0,27,104,37,3,1,1,0,2,48,110,38,1,0,0,0,0,34,133,11,0,0,0,0,0,0,133,71,1,0,2,1,0,9,53,31,4,2,27,24,13,46,130,0,0,0,1,3,6,133,133,14,0,0,0,0,0,0,133,15,0,0,1,4,16,60,27,0,0,0,24,74,48,42,133,2,0,0,2,11,7,71,125,13,0,0,0,0,0,0,85,19,0,0,1,18,13,10,26,1,0,0,1,30,30,13,133,4,0,0,0,3,1,10
55,100,2,0,61,0,0,0,38,56,10,40,150,1,0,0,0,0,1,118,72,2,2,22,20,2,0,21,0,0,1,20,55,6,0,0,42,22,5,3,49,50,21,48,150,39,1,0,0,0,3,134,125,1,0,1,14,16,35,51,0,0,0,12,64,14,11,2,19,150,107,22,49,3,1,1,150,150,46,0,0,0,3,11,58,5,0,0,2,8,63,26,0,0,0,1,15,16,54,17,65,117,54,15,14,0,0,0,22,58,59,11,0,0,0,0,9,7,2,7,11,2,3,1,0,0,0,4,14,10,14,1
58,184,2,1,47,41,0,0,0,2,1,5,48,6,0,0,30,23,4,11,163,5,0,0,9,22,16,74,140,17,0,0,20,53,23,39,43,24,1,2,6,10,3,8,42,1,0,0,24,56,8,14,163,5,0,0,5,29,7,50,163,22,0,0,3,33,11,39,37,3,0,0,6,26,12,10,66,7,0,0,38,33,3,7,163,26,0,0,9,26,7,23,163,87,0,0,5,18,4,5,22,3,0,0,5,6,9,17,49,1,0,0,43,25,2,20,116,1,0,0,1,15,26,65,163,38,0,0,4,7,7,9
60,146,2,0,159,61,1,0,1,1,0,5,70,32,4,1,17,19,10,48,159,2,0,0,0,1,3,117,21,0,1,8,2,0,0,12,159,26,0,0,1,5,17,38,68,2,0,0,19,74,51,48,159,16,0,0,1,6,6,72,49,4,0,1,1,1,5,26,74,21,0,0,2,27,18,11,109,8,0,0,1,27,29,21,159,38,0,1,6,4,1,4,43,6,0,4,22,20,18,24,31,10,0,0,21,18,4,6,127,34,0,0,3,3,2,11,159,61,3,7,5,0,0,0,33,21,26,41,22,3,1,3
61,4,2,0,0,1,7,30,29,2,3,5,0,19,83,61,7,0,0,0,7,147,131,14,0,0,0,0,2,147,147,40,0,0,0,0,60,39,26,5,2,1,2,26,37,60,88,10,8,6,0,5,147,147,31,0,0,0,0,9,49,147,64,20,0,0,0,0,84,10,1,0,1,7,35,141,34,4,3,3,11,52,58,37,137,13,0,0,0,1,3,28,14,6,0,0,0,0,0,0,12,0,0,0,0,0,29,105,0,0,0,0,0,5,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,92,2,0,0,0,0,1,14,60,29,0,0,0,12,30,24,23,21,0,40,23,131,74,3,1,6,6,56,59,135,76,0,0,0,3,0,0,0,0,0,48,83,0,14,1,0,0,0,24,89,16,135,73,0,0,0,0,15,19,134,56,9,0,0,2,25,34,0,0,0,0,0,49,62,1,45,1,0,0,0,7,51,67,135,29,0,0,0,2,73,113,21,9,0,0,0,29,135,29,0,0,0,0,0,40,44,1,3,0,0,0,0,5,61,70,4,0,0,0,0,32,131,68,0,0,0,0,0,71,135,4
62,184,2,1,49,40,0,0,0,4,2,3,51,17,0,0,31,23,1,3,150,56,0,0,13,17,10,38,101,33,0,1,55,92,19,24,30,45,2,1,2,4,2,7,50,4,0,0,19,47,8,14,150,12,0,0,3,24,18,47,150,26,0,0,5,51,33,38,24,5,0,0,8,30,7,3,78,14,0,0,19,52,6,5,150,28,0,0,3,28,8,17,150,72,0,0,1,23,8,13,10,3,0,0,9,17,11,5,93,16,0,0,20,18,2,13,139,30,0,0,3,28,14,18,150,138,0,0,6,8,2,1
67,71,2,1,127,44,0,0,0,0,0,4,127,28,0,0,0,0,0,4,127,16,0,0,0,0,0,6,106,13,0,0,0,0,0,2,127,72,0,0,0,0,0,1,127,39,0,0,0,0,0,3,127,9,0,0,0,0,0,19,127,11,0,0,0,0,0,15,76,62,2,1,0,0,0,3,127,19,0,0,0,0,0,16,127,30,0,0,0,0,0,26,125,60,1,0,0,0,0,12,48,9,4,22,9,1,0,4,127,15,0,0,0,0,0,7,127,80,0,0,0,0,0,4,61,127,24,0,0,0,0,1
75,95,2,1,97,35,0,0,0,0,0,1,133,38,0,0,0,0,0,3,133,38,0,0,0,0,0,4,133,7,0,0,13,23,7,30,131,5,0,0,0,0,0,29,133,8,0,0,0,0,0,27,133,10,0,0,0,0,0,15,101,0,0,1,60,26,8,40,106,39,8,0,0,0,0,7,133,30,0,0,0,0,0,6,133,12,0,0,0,0,0,49,50,0,0,1,52,14,5,62,22,46,86,42,0,0,0,0,101,39,6,4,0,3,2,5,57,1,0,0,0,13,39,96,52,0,0,0,43,96,11,82
76,53,2,1,83,7,0,0,0,2,10,94,132,6,0,0,0,0,0,73,111,2,0,0,0,0,4,59,99,3,0,0,0,0,1,48,94,76,70,5,0,1,4,25,132,72,1,0,0,0,0,23,110,45,1,0,0,0,2,25,132,36,0,0,0,0,0,15,56,44,81,5,0,0,0,5,132,27,13,1,0,0,0,51,132,20,0,0,0,0,0,39,132,16,0,0,0,0,0,11,80,18,7,0,0,0,0,10,78,25,15,0,0,0,0,31,132,20,0,0,0,0,0,31,108,4,0,0,0,0,0,11
83,24,2,1,12,0,0,0,0,0,51,101,63,0,0,0,0,0,1,124,92,6,0,0,0,0,0,37,27,22,22,9,0,0,0,0,51,0,0,0,0,0,19,124,124,5,0,0,0,0,0,124,124,9,0,0,0,0,0,52,93,27,4,0,0,0,0,6,123,62,15,7,0,0,0,40,124,108,0,0,0,0,0,19,124,62,0,0,0,0,0,5,70,3,0,0,0,1,11,22,19,121,88,9,0,0,0,0,107,117,8,0,0,0,0,0,124,28,0,0,0,0,0,6,22,3,1,2,1,5,6,5
89,9,2,0,79,47,0,0,6,5,0,0,132,38,0,0,0,0,0,13,62,0,0,0,0,0,29,68,0,0,0,0,0,13,41,6,132,132,0,0,2,0,0,0,132,98,0,0,0,0,0,24,91,2,0,0,0,2,92,107,0,0,1,1,0,28,132,10,132,129,0,0,0,0,0,0,132,75,0,0,0,0,0,13,68,34,14,1,0,1,4,11,0,2,40,7,0,1,11,0,16,132,18,0,0,0,0,0,27,132,8,0,0,0,0,0,10,88,33,1,0,0,0,0,0,3,49,13,0,0,0,0
